id,rank,title,release_year,audience,nationality,distributor,score,director,genre,running_time,grade,story,poster_url
24,24,보헤미안 랩소디,2018,9946141,미국,이십세기폭스코리아(주),9.42,브라이언 싱어,드라마,134분,12세 관람가,"공항에서 수하물 노동자로 일하며 음악의 꿈을 키우던 이민자 출신의 아웃사이더 ‘파록버사라’

보컬을 구하던 로컬 밴드에 들어가게 되면서 ‘프레디 머큐리’라는 이름으로 밴드 ‘퀸’을 이끌게 된다.



시대를 앞서가는 독창적인 음악과 화려한 퍼포먼스로 관중들을 사로잡으며 성장하던 ‘퀸’은

라디오와 방송에서 외면을 받을 것이라는 음반사의 반대에도 불구하고

무려 6분 동안 이어지는 실험적인 곡 ‘보헤미안 랩소디’로 대성공을 거두며 월드스타 반열에 오른다.



그러나 독보적인 존재감을 뿜어내던 ‘프레디 머큐리’는 솔로 데뷔라는 유혹에 흔들리게 되고

결국 오랜 시간 함께 해왔던 멤버들과 결별을 선언하게 되는데…



세상에서 소외된 아웃사이더에서 전설의 록밴드 ‘퀸’이 되기까지,

우리가 몰랐던 그들의 진짜 이야기가 시작된다!",https://movie-phinf.pstatic.net/20181213_264/1544692854634ss65r_JPEG/movie_image.jpg
25,25,검사외전,2016,9707158,한국,(주)쇼박스,7.94,이일형,범죄,126분,15세 관람가,"진실 앞에 무대뽀! 다혈질 검사, 살인 누명을 쓰고 감옥에 갇히다!



거친 수사 방식으로 유명한 다혈질 검사 ‘변재욱’(황정민).

취조 중이던 피의자가 변사체로 발견 되면서 살인 혐의로 체포된다.

꼼짝없이 살인 누명을 쓰게 된 '변재욱'은 결국 15년 형을 받고 수감 된다.



진실 따위 나 몰라라! 허세남발 꽃미남 사기꾼, 반격 작전에 선수로 기용되다!



감옥에서 복수의 칼을 갈던 재욱.

5년 후, 자신이 누명을 쓰게 된 사건에 대해 알고 있는 허세남발 꽃미남 사기꾼 ‘치원’(강동원)을

우연히 만나게 되고, 그 순간 감옥 밖 작전을 대행해 줄 선수임을 직감한다.

검사 노하우를 총 동원, 치원을 무혐의로 내보내고 반격을 준비하는 재욱.

하지만 자유를 얻은 치원은 재욱에게서 벗어날 기회만 호시탐탐 노리는데…



감옥에 갇힌 검사와 세상 밖으로 나온 사기꾼!

이들의 예측불허, 반격의 한탕은 성공할 수 있을까?",https://movie-phinf.pstatic.net/20160112_146/1452573577623EyUOh_JPEG/movie_image.jpg
26,26,설국열차,2013,9349991,한국,씨제이이앤엠(주),7.97,봉준호,SF,125분,15세 관람가,"기상 이변으로 모든 것이 꽁꽁 얼어붙은 지구. 살아남은 사람들을 태운 기차 한 대가 끝없이 궤도를 달리고 있다. 춥고 배고픈 사람들이 바글대는 빈민굴 같은 맨 뒤쪽의 꼬리칸, 그리고 선택된 사람들이 술과 마약까지 즐기며 호화로운 객실을 뒹굴고 있는 앞쪽칸. 열차 안의 세상은 결코 평등하지 않다.



기차가 달리기 시작한 17년 째, 꼬리칸의 젊은 지도자 커티스는 긴 세월 준비해 온 폭동을 일으킨다. 기차의 심장인 엔진을 장악, 꼬리칸을 해방시키고 마침내 기차 전체를 해방 시키기 위해 절대권력자 윌포드가 도사리고 있는 맨 앞쪽 엔진칸을 향해 질주하는 커티스와 꼬리칸 사람들. 그들 앞에 예기치 못한 상황들이 기다리고 있는데…",https://movie-phinf.pstatic.net/20130610_131/1370829667952NUsHp_JPEG/movie_image.jpg
27,27,관상,2013,9134586,한국,(주)쇼박스,7.98,한재림,드라마,139분,15세 관람가,"얼굴을 보면 그 사람의 모든 것을 꿰뚫어보는 천재 관상가 내경. 처남 ‘팽헌’, 아들 ‘진형’과 산속에 칩거하고 있던 그는 관상 보는 기생 ‘연홍’의 제안으로 한양으로 향하고, 연홍의 기방에서 사람들의 관상을 봐주는 일을 하게 된다. 용한 관상쟁이로 한양 바닥에 소문이 돌던 무렵, ‘내경’은 ‘김종서’로부터 사헌부를 도와 인재를 등용하라는 명을 받아 궁으로 들어가게 되고, ‘수양대군’이 역모를 꾀하고 있음을 알게 된 그는 위태로운 조선의 운명을 바꾸려 한다.",https://movie-phinf.pstatic.net/20130819_110/1376895907326wlXma_JPEG/movie_image.jpg
28,28,아이언맨 3,2013,9001309,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),8.86,셰인 블랙,SF,129분,12세 관람가,"<어벤져스> 뉴욕 사건의 트라우마로 인해 영웅으로서의 삶에 회의를 느끼는 토니 스타크(로버트 다우니 주니어).

그가 혼란을 겪는 사이 최악의 테러리스트 만다린(벤 킹슬리)을 내세운 익스트리미스 집단 AIM이 스타크 저택에 공격을 퍼붓는다. 이 공격으로 그에게 남은 건 망가진 수트 한벌 뿐.

모든 것을 잃어버린 그는 다시 테러의 위험으로부터 세계와 사랑하는 여인(기네스 팰트로)를 지켜내야 하는 동시에 머릿속을 떠나지 않던 한가지 물음의 해답도 찾아야만 한다.

과연 그가 아이언맨인가? 수트가 아이언맨인가?",https://movie-phinf.pstatic.net/20130311_165/13629835475487aDfz_JPEG/movie_image.jpg
29,29,캡틴 아메리카: 시빌 워,2016,8677249,미국,월트디즈니컴퍼니코리아(주),8.67,안소니 루소,액션,147분,12세 관람가,"어벤져스 VS 어벤져스

분열은 시작되었다!



어벤져스와 관련된 사고로 부수적인 피해가 일어나자

정부는 어벤져스를 관리하고 감독하는 시스템인 일명 ‘슈퍼히어로 등록제’를 내놓는다.

어벤져스 내부는 정부의 입장을 지지하는 찬성파(팀 아이언맨)와 이전처럼 정부의 개입 없이

자유롭게 인류를 보호해야 한다는 반대파(팀 캡틴)로 나뉘어 대립하기 시작하는데...",https://movie-phinf.pstatic.net/20160427_273/1461725031863moaJw_JPEG/movie_image.jpg
30,30,해적: 바다로 간 산적,2014,8666046,한국,롯데쇼핑㈜롯데엔터테인먼트,8.27,이석훈,모험,130분,12세 관람가,"조선의 국새를 고래가 삼켜버렸다?!



전대미문 국새 강탈 사건으로 조정은 혼란에 빠지고,

이를 찾기 위해 조선의 난다긴다 하는 무리들이 바다로 모여든다!



바다를 호령하다 졸지에 국새 도둑으로 몰린 위기의 해적

고래는커녕 바다도 처음이지만 의기양양 고래사냥에 나선 산적

건국을 코앞에 두고 발등에 불이 떨어진 개국세력까지!



국새를 차지하는 자, 천하를 얻을 것이다!",https://movie-phinf.pstatic.net/20140624_33/1403574168649D3ow0_JPEG/movie_image.jpg
31,31,수상한 그녀,2014,8656397,한국,씨제이이앤엠(주),9,황동혁,코미디,124분,15세 관람가,"아들 자랑이 유일한 낙인 욕쟁이 칠순 할매 오말순(나문희分)은 어느 날, 가족들이 자신을 요양원으로 독립(?)시키려 한다는 청천벽력 같은 사실을 알게 된다. 뒤숭숭한 마음을 안고 밤길을 방황하던 할매 말순은 오묘한 불빛에 이끌려 ‘청춘 사진관’으로 들어간다. 난생 처음 곱게 꽃단장을 하고 영정사진을 찍고 나오는 길, 그녀는 버스 차창 밖에 비친 자신의 얼굴을 보고 경악을 금치 못한다. 오드리 헵번처럼 뽀얀 피부, 날렵한 몸매... 주름진 할매에서 탱탱한 꽃처녀의 몸으로 돌아간 것! 아무도 알아보지 못하는 자신의 젊은 모습에 그녀는 스무살 ‘오두리’가 되어 빛나는 전성기를 즐겨 보기로 마음 먹는데...



2014년 새해,

대한민국에 웃음 보따리를 안겨줄 <수상한 그녀>가 온다!",https://movie-phinf.pstatic.net/20140106_63/1388973931178nTp2e_JPEG/movie_image.jpg
32,32,국가대표,2009,8487894,한국,(주)쇼박스,9.13,김용화,드라마,137분,12세 관람가,"줄거리
하늘을 나는 꿈 (국가대표) | 우리는 대한민국 국가대표다!
1996년 전라북도 무주, 동계올림픽 유치를 위해 정식 종목 중 하나인 스키점프 국가대표팀이 급조된다. 이에 전(前) 어린이 스키교실 강사 방종삼(성동일 분)이 국가대표 코치로 임명되고, 그의 온갖 감언이설에 정예(?) 멤버들이 모인다. 전(前) 주니어 알파인 스키 미국 국가대표였다가 친엄마를 찾아 한국에 온 입양인 밥(하정우 분), 여자 없으면 하루도 못 버틸 나이트 클럽 웨이터 흥철(김동욱 분), 밤낮으로 숯불만 피우며 아버지가 시키는 대로 살아온 고깃집 아들 재복(최재환 분), 할머니와 동생을 돌봐야 하는 짐이 버거운 말 없는 소년 가장 칠구(김지석 분), 그런 형을 끔찍이 사랑하는 4차원 동생 봉구(이재응 분)까지! 방 코치는 마치 신이라도 된 것처럼 엄마와 같이 살 집이 필요한 밥에게는 아파트를, 사랑 때문에 또는 부양 가족 때문에 그들과 함께 있어야 하는 흥철, 칠구-봉구 형제, 그리고 재복에게는 군 면제를 약속한다. 단, 금메달 따면!
스키점프가 뭔지도 모르지만 한때 스키 좀 타봤다는 이유로 뽑힌 이들이 모이면서 대한민국 최초 스키점프 국가대표팀이 결성된다. 그러나 스키점프(Ski Jump)의 스펠링도 모르는 코치와 경험 전무한 국가대표 선수들의 훈련은 험난 하기만하다. 변변한 연습장도 없이 점프대 공사장을 전전해야 했고 제대로 된 보호장구나 점프복도 없이 오토바이 헬멧, 공사장 안전모 등만을 쓰고 맨몸으로 훈련에 임해야 했다. 그럼에도 불구하고 재복이네 고깃집 앞 마당에서의 지상 훈련을 시작으로 나무 꼭대기에 줄로 매다는 공중 곡예(?), 시속 90km의 승합차 위에 스키 점프 자세로 고정되어 달리는 위험천만한 질주, 폐(閉)놀이공원 후룸 라이드를 점프대로 개조해 목숨 걸고 뛰어내리기 등 과학적(?) 훈련으로 무장하는 선수들! 이런 식의 무대뽀 트레이닝에도 이들은 점점 선수다운 모습을 갖춰 가고, 스키 하나에 의지해 하늘을 날아가는 순간이 행복해진다.
드디어 우여곡절 끝에 오버스트도르프 월드컵에 참여한 대한민국 스키점프 국가대표팀. 외국선수들의 비웃음과 무시에도 굴하지 않고 그들은 최선을 다하지만, 뜻하지 않은 사건으로 인해 결국 좋은 결과를 거두지 못한다. 그래도 소 뒷걸음질 치다 개구리 잡은 격으로 엉겁결에 나가노 동계 올림픽 출전 자격을 얻게 된 대한민국 국가대표팀은 나름 금의환향하며 올림픽 진출의 꿈에 부푼다. 그러나 한국은 동계올림픽 개최지 선정에 끝내 탈락하게 되고, 스키점프 국가대표팀은 해체 위기에 처한다. 군 면제를 위해, 엄마를 찾기 위해, 이제 이러한 개인적인 명분들을 뛰어 넘어 스키점프에 대한 애정과 열정, 그리고 도전 정신만으로 경기에 출전할 수 있기를 고대하는데..",https://movie.naver.com/movie/bi/mi/photoViewPopup.nhn?movieCode=47385
33,33,디워,2007,8426973,한국,(주)쇼박스,7.55,심형래,판타지,90분,12세 관람가,"LA 도심 한복판에서 벌어진 의문의 대형 참사. 단서는 단 하나, 현장에서 발견된 정체불명의 비늘뿐. 사건을 취재하던 방송기자 이든(제이슨 베어)은 어린 시절 잭(로버트 포스터)에게 들었던 숨겨진 동양의 전설을 떠올리고. 여의주를 지닌 신비의 여인 세라(아만다 브록스)와의 만남으로 인해 이무기의 전설이 현실로 다가오고 있음을 직감한다. 전설의 재현을 꿈꾸는 악한 이무기 ‘부라퀴’ 무리들이 서서히 어둠으로 LA를 뒤덮는 가운데, 이들과 맞설 준비를 하는 이든과 세라. 모든 것을 뒤엎을 거대한 전쟁 앞에서 이들의 운명은 어떻게 될 것인가.",https://movie-phinf.pstatic.net/20111223_105/1324567066936Y3JhV_JPEG/movie_image.jpg
34,34,과속스캔들,2008,8245523,한국,롯데쇼핑㈜롯데엔터테인먼트,9.19,강형철,코미디,108분,12세 관람가,"한때 아이돌 스타로 10대 소녀 팬들의 영원한 우상이었던 남현수(차태현).

지금은 서른 중반의 나이지만, 그래도 아직까지는 잘나가는 연예인이자, 청취율 1위의 인기 라디오 DJ.

어느 날 애청자를 자처하며 하루도 빠짐없이 라디오에 사연을 보내오던 황.정.남(박보영)이 느닷없이 찾아와

자신이 현수가 과속해서 낳은 딸이라며 바득바득 우겨대기 시작하는데!! 그것도 애까지 달고 나타나서……

집은 물론 현수의 나와바리인 방송국까지.

어디든 물불 안 가리고 쫓아다니는 스토커 정남으로 인해 완벽했던 인생에 태클 한방 제대로 걸린 현수.

설상가상 안 그래도 머리 복잡한 그에게 정남과 스캔들까지 휩싸이게 되는데…

나 이제, 이거 한방 터지면 정말 끝이다! 끝!!",https://movie-phinf.pstatic.net/20111223_14/1324584883775HhKfa_JPEG/movie_image.jpg
35,35,웰컴 투 동막골,2005,8008622,한국,(주)쇼박스,8.91,박광현,드라마,133분,12세 관람가,"1950년 11월, 한국 전쟁이 한창이던 그 때... 태백산맥 줄기를 타고 함백산 절벽들 속에 자리 잡은 마을, 동막골. 이 곳에 추락한 P-47D 미 전투기 한 대. 추락한 전투기 안에는 연합군 병사 스미스(스티브 태슐러)가 있었다. 동막골에 살고있는 여일(강혜정)은 이 광경을 목격하고 소식을 전달하러 가던 중 인민군 리수화(정재영) 일행을 만나게 되고 그들을 동막골로 데리고 온다. 바로 그 때, 자군 병력에서 이탈해 길을 잃은 국군 표현철(신하균)과 문상상 일행이 동막골 촌장의 집까지 찾아 오게 되면서 국군, 인민군, 연합군이 동막골에 모이게 되고 긴장감은 극도로 고조된다.

목숨을 걸고 사수하고 싶었던 그 곳, 동막골 결코 어울릴 수 없는 세 사람? 국군, 인민군, 연합군 총을 본 적도 없는 동막골 사람들 앞에서 수류탄, 총, 철모, 무전기? 이 들이 가지고 있던 특수 장비들은 아무런 힘도 못 쓰는 신기한 물건에 불과했다. 그러나. 전쟁의 긴장은 동막골까지 덥치고 말았다. 동막골에 추락한 미군기가 적군에 의해 폭격됐다고 오인한 국군이 마을을 집중 폭격하기로 한 것. 적 위치 확인…! 현재 좌표…델타 호텔 4045. 이 사실을 알게 된 국군, 인민군, 연합군은 한국 전쟁 사상 유례없는 연합 공동 작전을 펼치기로 한다. 그들에게 무슨 일이 있었기에!!! 이 세 사람은 목숨까지 걸고 동막골을 지키려고 한 것일까?",https://movie-phinf.pstatic.net/20111222_184/1324548976401Dstma_JPEG/movie_image.jpg
36,36,공조,2017,7817446,한국,씨제이이앤엠(주),8.27,김성훈,액션,125분,15세 관람가,"비밀리에 제작된 위조 지폐 동판을 탈취하려는 내부 조직에 의해

작전 중 아내와 동료들을 잃게 된 특수 정예부대 출신의 북한형사 ‘림철령’(현빈).

동판을 찾아야만 하는 북한은 남한으로 숨어든 조직의 리더 ‘차기성’(김주혁)을 잡기 위해

역사상 최초의 남북 공조수사를 요청하고, 그 적임자로 철령을 서울에 파견한다.

한편, 북한의 속내가 의심스런 남한은 먼저 차기성을 잡기 위한 작전을 계획하고,

정직 처분 중인 생계형 형사 ‘강진태’(유해진)에게 공조수사를 위장한 철령의 밀착 감시를 지시한다.



임무를 완수해야 하는 철령과 임무를 막아야만 하는 진태.

그들에게 주어진 시간은 단 3일,

한 팀이 될 수 없는 남북 형사의 예측불가 공조수사가 시작된다!",https://movie-phinf.pstatic.net/20170118_143/1484714583493K148x_JPEG/movie_image.jpg
